Image;Class;Mean;Variance;Standard Deviation;Entropy;Skewness;Kurtosis;Contrast;Energy;ASM;Homogeneity;Dissimilarity;Correlation;Coarseness
Image2312;0;172.922.210.693.359;781.916.775.537.427;279.627.748.182.727;0.057209766806271;209.777.092.850.164;479.063.268.367.143;101.891.321.978.913;0.208207709869734;0.0433504504492;0.52912390641578;426.331.440.929.981;0.956320040953234;7,46E-141
Image2313;0;136.739.196.777.344;666.152.408.459.315;258.099.284.861.333;0.080207381585387;234.288.035.549.665;580.124.580.109.765;825.713.825.503.356;0.248685331365372;0.061844394036305;0.556525636564956;362.201.342.281.879;0.964296339726629;7,46E-141
Image2314;0;954.039.001.464.844;494.925.904.399.375;222.469.302.241.764;0.082600914493773;28.088.398.730.239;816.173.241.309.213;103.240.458.015.267;0.252461653480145;0.063736886477929;0.54775633134368;434.973.141.080.011;0.952683417435736;7,46E-141
Image2315;0;584.959.411.621.094;324.765.416.376.961;180.212.490.237.764;0.095060864783738;360.170.864.647.026;133.848.487.606.331;125.925.995.807.128;0.272238265902958;0.07411367342185;0.531839285393151;507.295.597.484.277;0.940135084711489;7,46E-141
Image2316;0;124.263.000.488.281;680.479.761.253.719;824.911.971.821.066;0.150727688265513;741.345.202.198.556;574.956.776.278.425;168.839.272.727.273;0.348798646596813;0.121660495867769;0.510279624006558;598.545.454.545.454;0.896637704600287;7,46E-141
Image2317;0;822.933.959.960.938;569.132.798.234.839;238.565.043.171.634;0.206584159548073;32.946.349.879.448;112.159.005.283.426;741.831.244.778.613;0.413207418662811;0.170740370837984;0.671142381168324;253.149.540.517.962;0.978915429359609;7,46E-141
Image2318;0;143.071.899.414.063;628.693.187.451.618;2.507.375.495.317;0.054383090620482;217.733.390.505.645;496.679.137.228.408;607.766.923.342.145;0.202123449674773;0.040853888908431;0.569266269513839;259.395.471.784.852;0.9620035662232;7,46E-141
Image2319;0;100.519.866.943.359;466.729.817.672.373;21.603.930.607.007;0.0756253788058;252.392.829.080.715;654.090.424.617.729;692.302.147.690.497;0.239873811971307;0.057539445669646;0.63950773980779;243.733.451.015.004;0.955285232075393;7,46E-141
Image2320;0;939.930.725.097.656;626.434.567.617.843;250.286.749.073.506;0.165628711197255;311.397.492.319.639;101.212.768.325.908;985.299.525.049.793;0.366819356340142;0.134556440185796;0.618992432236273;317.940.861.038.762;0.971292843118373;7,46E-141
Image2321;1;91.361.083.984.375;132.948.181.514.308;364.620.599.410.275;0.00098384919569;45.571.989.106.071;218.697.364.971.437;693.476.031.786.721;0.026123884484973;0.000682457340584;0.291629941039223;535.580.620.353.755;0.981934140417188;7,46E-141
Image2322;0;864.668.273.925.781;410.449.676.909.323;202.595.576.681.556;0.074865908178456;270.904.749.710.897;750.216.744.396.901;701.985.613.917.698;0.23879147651015;0.057021369253898;0.618995252218001;256.339.913.014.386;0.953048444731399;7,46E-141
Image2323;1;81.168.212.890.625;776.765.954.321.248;278.705.212.423.673;0.003518264584551;389.735.354.882.109;15.852.172.643.386;145.752.279.032.897;0.049468828925919;0.002447165035302;0.373706248053606;544.550.138.723.742;0.905925497584838;7,46E-141
Image2324;0;888.188.171.386.719;708.493.248.481.255;266.175.364.840.786;0.068248714708623;336.716.144.761.183;116.305.584.519.744;260.488.051.244.149;0.228578372673025;0.052248072453848;0.517380484785659;557.329.391.475.733;0.926506641742724;7,46E-141
Image2325;1;600.660.705.566.406;606.745.299.777.376;246.322.004.655.974;0.005536939565453;449.157.435.794.659;209.053.259.849.131;114.789.329.685.362;0.062144958899481;0.003861995916618;0.39764982964254;469.466.484.268.126;0.924101970457679;7,46E-141
Image2326;0;681.707.763.671.875;561.595.790.303.397;236.980.123.703.107;0.106108642936174;3.846.268.987.288;152.149.753.798.287;297.467.797.584.819;0.289013363240767;0.08352872413174;0.537889487278833;597.556.066.705.003;0.925429284276952;7,46E-141
Image2327;0;802.537.536.621.094;50.278.934.277.856;224.229.646.295.614;0.187310956575326;328.293.949.461.328;112.659.034.152.624;844.191.450.493.241;0.39200415227945;0.15366725540433;0.632365843680019;317.953.964.194.373;0.971531184224204;7,46E-141
Image2328;0;113.452.606.201.172;635.398.727.469.912;252.071.166.036.481;0.12759962896174;276.189.284.175.761;809.526.850.218.685;675.502.565.298.507;0.31895002678501;0.101729119586159;0.565556451305876;332.171.175.373.134;0.975918662114374;7,46E-141
Image2329;0;909.202.575.683.594;566.335.518.397.797;237.978.049.071.295;0.175868807915145;31.085.564.864.124;101.099.495.147.579;858.897.481.657.744;0.378823712938646;0.143507405484622;0.632225121175428;322.017.317.734.153;0.972021532802085;7,46E-141
Image2330;0;123.361.053.466.797;675.798.352.328.345;259.961.218.709.319;0.124384096190954;259.760.345.637.377;718.627.503.565.122;705.994.910.941.476;0.314594276444451;0.098969558771608;0.560465150784257;346.485.722.363.585;0.974587330898255;7,46E-141
Image2331;0;162.041.473.388.672;847.326.458.945.285;291.088.725.124.366;0.125876308549862;226.970.221.411.867;567.454.187.514.229;939.151.756.744.229;0.316584664298867;0.100225849669226;0.554142568934905;411.411.884.675.999;0.968308094838984;7,46E-141
Image2332;1;105.083.618.164.063;126.792.289.724.144;356.079.049.824.816;0.012904483238725;394.719.203.777.539;165.023.439.490.028;105.479.861.111.111;0.09655462756075;0.009322796103395;0.385642384229592;509.895.833.333.333;0.980363512632273;7,46E-141
Image2333;1;172.238.159.179.688;229.916.669.611.662;151.630.033.176.697;0.005196546274194;921.564.970.755.631;87.330.350.551.628;248.461.627.906.977;0.060414782269836;0.003649945916712;0.282633755654034;670.813.953.488.372;0.914792830012974;7,46E-141
Image2334;1;121.362.457.275.391;132.168.800.986.583;363.550.272.983.783;0.013163440062568;373.175.811.717.665;150.265.348.126.137;26.986.511.627.907;0.09760868616563;0.00952745561498;0.377450500267612;689.173.126.614.987;0.955567259422293;7,46E-141
Image2335;1;956.939.697.265.625;114.115.416.657.174;337.809.734.402.628;0.010285675216086;410.780.916.305.893;179.576.950.572.161;134.423.591.482.947;0.085992199553853;0.00739465838411;0.358474045228085;550.216.694.931.223;0.972709784119046;7,46E-141
Image2336;0;209.806.823.730.469;115.056.751.621.482;339.200.164.536.343;0.061789721961394;210.325.147.671.998;477.049.316.753.946;159.099.050.332.384;0.217095232216503;0.047130339851138;0.483629843843219;518.376.068.376.068;0.950706366333257;7,46E-141
Image2337;0;201.083.984.375;122.186.816.375.569;349.552.308.496.981;0.067554579432893;21.664.659.484.805;496.979.506.793.746;157.658.751.951.758;0.227333359495996;0.051680456339736;0.503032669800259;504.366.553.599.311;0.95424615292348;7,46E-141
Image2338;0;158.800.811.767.578;106.793.361.333.605;326.792.535.614.884;0.07179191739719;248.007.985.490.663;63.980.080.465.537;173.668.275.677.125;0.234920936750069;0.05518784652353;0.48410720614473;546.862.429.605.792;0.951369611670245;7,46E-141
Image2339;0;986.724.853.515.625;73.836.499.500.206;271.728.724.098.513;0.088959417931132;319.515.158.094.721;105.747.992.592.563;249.311.517.295.597;0.263277715473742;0.069315155465073;0.475919405465635;691.745.283.018.868;0.933434066622417;7,46E-141
Image2340;1;468.717.956.542.969;614.516.025.700.163;247.894.337.510.998;0.002690098880482;582.266.900.993.382;353.405.091.769.988;255.647.467.320.261;0.043431483202621;0.00188629373318;0.248696540811892;945.057.189.542.484;0.940709051562458;7,46E-141
Image2341;0;213.000.183.105.469;118.833.556.624.036;344.722.434.175.723;0.060665072813704;208.321.157.892.151;466.805.948.829.937;160.971.206.761.006;0.214964223931295;0.046209617570384;0.478251299939758;530.483.490.566.038;0.949278761275935;7,46E-141
Image2342;0;189.241.333.007.812;118.524.203.715.859;344.273.443.233.513;0.067496493862174;224.707.890.579.435;53.136.392.088.979;159.383.982.164.294;0.227334278958884;0.051680874389756;0.493124826752875;508.008.917.852.856;0.954098537577466;7,46E-141
Image2343;0;144.771.728.515.625;100.504.713.576.951;317.024.783.852.858;0.082334171246004;261.271.243.756.979;709.813.544.368.032;192.319.319.319.319;0.252672522400029;0.063843403575993;0.477944169836509;597.311.597.311.597;0.94830849697221;7,46E-141
Image2344;0;766.401.672.363.281;591.731.928.709.849;243.255.406.663.418;0.106617512292739;365.247.350.804.625;138.254.540.961.895;264.233.892.423.366;0.289857158685566;0.084017172441269;0.494585735085008;689.277.038.750.723;0.931948664376817;7,46E-141
Image2345;1;998.599.243.164.062;12.452.066.823.344;352.874.862.002.721;0.021153358121854;403.909.060.362.105;172.329.807.814.191;112.670.235.934.664;0.124327367372139;0.015457294277687;0.409063238151951;531.016.333.938.294;0.981932434273006;7,46E-141
Image2346;1;163.766.479.492.188;166.602.709.567.815;408.169.951.818.865;0.001809876285751;327.083.091.108.523;117.445.792.567.904;127.107.213.696.628;0.035535583920058;0.001262777724539;0.315806970705092;640.609.666.979.852;0.972815049052315;7,46E-141
Image2347;1;717.147.827.148.438;111.336.570.452.421;333.671.350.961.423;0.001231744149444;515.212.480.540.193;276.112.845.989.225;154.484.280.936.455;0.02923696772711;0.000854800281876;0.252856635509707;772.173.913.043.478;0.96674901976693;7,46E-141
Image2348;1;759.480.285.644.531;120.076.040.520.454;346.519.899.169.519;0.001448558227842;499.470.680.847.988;256.855.817.285.485;813.963.515.754.561;0.03171010353472;0.001005530666183;0.260692484156235;581.890.547.263.682;0.977885069477397;7,46E-141
Image2349;1;11.427.001.953.125;124.064.888.008.588;352.228.459.963.967;0.001145929828061;387.815.343.701.329;16.430.049.901.771;155.893.235.294.118;0.028202148130409;0.00079536115917;0.290049395218779;737.264.705.882.353;0.96650285736577;7,46E-141
Image2350;0;270.694.274.902.344;203.473.851.919.217;451.080.759.863.705;0.073949602156409;212.695.247.327.485;488.416.880.473.874;155.311.258.278.146;0.238702983953539;0.056979114548324;0.487271956104272;581.466.414.380.322;0.974712519464688;7,46E-141
Image2351;0;252.934.417.724.609;195.909.652.789.124;442.616.823.888.478;0.079724616014441;22.047.108.752.721;52.025.233.932.356;13.355.997.238.114;0.248352977833411;0.061679201598723;0.500061192854806;533.566.778.457.289;0.978731079220208;7,46E-141
Image2352;0;161.927.337.646.484;14.308.846.857.836;378.270.364.393.459;0.105541489453714;281.022.561.132.083;825.269.679.416.418;14.652.380.952.381;0.288271302107499;0.083100343618753;0.501598531698317;590.175.150.519.978;0.977326563248435;7,46E-141
Image2353;0;940.884.399.414.062;928.884.747.764.515;304.776.105.980.196;0.115740918366123;376.202.201.404.051;146.736.602.869.113;187.664.012.053.379;0.302850647679014;0.091718514799598;0.479215776000358;710.891.089.108.911;0.971625982483911;7,46E-141
Image2354;0;969.865.417.480.469;761.154.546.911.859;275.890.294.666.532;0.184011383165663;329.622.623.414.984;113.831.030.853.003;118.617.364.886.473;0.388396522939531;0.150851859031518;0.573685518603517;452.254.557.083.467;0.974175743289831;7,46E-141
Image2355;0;145.601.501.464.844;101.276.854.163.005;318.240.245.982.504;0.110108438053543;264.163.076.784.848;733.880.032.959.892;911.232.156.273.478;0.294866326873206;0.086946150723697;0.525774502859115;431.955.922.865.014;0.978432201419819;7,46E-141
Image2356;0;209.317.779.541.016;117.770.095.207.743;343.176.478.226.208;0.078414143407975;207.290.383.211.065;466.400.914.849.401;102.484.250.474.383;0.246181510367878;0.06060533604701;0.513529415042136;418.244.781.783.681;0.97002532136766;7,46E-141
Image2357;0;215.676.879.882.812;117.094.181.123.475;342.190.270.351.855;0.067332972652362;201.940.413.843.137;442.046.951.347.827;928.484.763.244.257;0.227113737581549;0.051580649798261;0.510147331290074;397.918.424.753.868;0.970917316624016;7,46E-141
Image2358;1;768.136.596.679.688;100.808.268.600.221;317.503.178.882.073;0.003010159995328;458.104.451.242.673;216.524.762.294.149;643.364.955.357.143;0.045747017722477;0.002092789630501;0.363904613249631;429.352.678.571.429;0.97077211532401;7,46E-141
Image2359;1;988.095.092.773.438;115.966.008.668.909;340.537.822.670.125;0.002354058557594;391.417.898.572.335;158.649.073.505.228;676.225.045.372.051;0.040432670073414;0.001634800809266;0.363080064546769;464.206.493.244.606;0.966439138507733;7,46E-141
Image2360;0;182.428.741.455.078;113.334.949.353.099;336.652.564.750.514;0.106520971697411;2.272.814.770.797;553.936.548.284.471;10.977.304.964.539;0.289631503576206;0.083886407863814;0.551044809734013;354.943.679.599.499;0.971498257223389;7,46E-141
Image2361;1;273.371.887.207.031;415.314.392.949.154;203.792.637.980.167;0.001850183344898;806.258.610.926.134;680.217.928.558.544;957.356.902.356.902;0.035831307497968;0.001283882597014;0.267408053191307;613.299.663.299.663;0.969063185295844;7,46E-141
Image2362;1;425.173.950.195.313;65.260.203.365.778;255.460.766.783.821;0.00186114075239;642.745.407.559.304;426.515.529.314.642;718.164.665.523.156;0.035941085006545;0.001291761591448;0.299616533369666;493.481.989.708.405;0.967228175166508;7,46E-141
Image2363;1;186.117.553.710.938;129.129.283.901.814;359.345.632.924.368;0.005230124316685;283.864.724.172.842;958.027.720.274.452;828.305.652.680.653;0.060567262353742;0.003668393269027;0.400505533577885;41.650.641.025.641;0.967492589254927;7,46E-141
Image2364;1;142.021.331.787.109;120.262.781.095.985;346.789.245.934.739;0.005967434429059;333.519.227.370.976;126.734.954.414.084;14.262.258.953.168;0.064876453817516;0.004208954259936;0.415256950093586;474.793.388.429.752;0.960904466579854;7,46E-141
Image2365;1;4.019.775.390.625;595.554.656.445.824;244.039.885.356.026;0.002489683463086;644.009.020.457.817;426.204.683.761.739;40.5;0.04158093811546;0.001728974414562;0.341029891811514;398.413.631.022.327;0.974684080074036;7,46E-141
Image2366;1;447.697.448.730.469;609.717.880.046.682;246.924.660.584.293;0.003376769369759;593.439.620.510.872;364.175.265.285.593;182.932.745.825.603;0.048548660883598;0.002356972473591;0.37079175776592;477.875.695.732.839;0.939408254529312;7,46E-141
Image2367;1;313.731.384.277.344;404.551.721.239.662;201.134.711.385.097;0.003388036316986;678.185.077.351.751;473.140.665.488.854;17.632.702.020.202;0.048565996381103;0.002358656004489;0.393978071065619;465.782.828.282.828;0.915979346070947;7,46E-141
Image2368;1;182.759.094.238.281;230.989.054.329.119;151.983.240.631.696;0.002816099275115;869.418.475.205.761;776.961.642.199.711;805.584.415.584.416;0.044226876064291;0.001956016566406;0.318128502054188;475.324.675.324.675;0.921584227792592;7,46E-141
Image2369;0;244.683.837.890.625;145.431.054.932.713;120.594.798.782.001;0.140396307517406;521.733.782.651.183;276.322.652.390.553;153.332.316.297.991;0.334855797386444;0.112128405043311;0.627610619378029;400.966.183.574.879;0.919672141904783;7,46E-141
Image2370;0;112.452.239.990.234;713.955.648.750.462;267.199.485.169.875;0.163893893717171;296.153.868.357.657;952.662.468.291.914;910.196.078.431.372;0.364892230697699;0.133146340023543;0.570556986535376;406.013.071.895.425;0.973427053436704;7,46E-141
Image2371;0;148.583.221.435.547;856.525.703.999.295;292.664.603.940.978;0.099672223730901;254.626.124.227.785;706.757.487.967.285;883.845.556.095.192;0.279671871957705;0.078216355964327;0.53081302983332;416.270.033.997.086;0.973580290356277;7,46E-141
Image2372;1;222.248.840.332.031;291.168.017.953.962;170.636.460.920.274;0.003126257559604;802.212.953.149.724;656.423.632.446.559;699.064.814.814.815;0.046614646196822;0.002172925240055;0.321719534563607;495.462.962.962.963;0.944805039131107;7,46E-141
Image2373;1;223.248.291.015.625;300.841.604.599.016;173.447.860.926.278;0.003552536153637;8.088.199.454.753;66.589.712.253.129;606.840.607.210.626;0.049703961783325;0.002470483816958;0.325094057652068;476.944.971.537.002;0.946869003438402;7,46E-141
Image2374;0;745.388.793.945.313;532.568.549.347.758;230.774.467.683.875;0.106206855209328;348.297.691.083.518;123.941.983.628.014;935.696.545.495.597;0.288956802886999;0.083496033934676;0.543974467913003;432.671.031.835.629;0.971898834174647;7,46E-141
Image2375;1;331.259.155.273.437;333.326.862.003.104;182.572.413.579.682;0.056358346116592;591.763.131.586.651;362.676.270.452.632;231.648.944.193.062;0.206953295874918;0.042829666673492;0.469618526594574;458.634.992.458.522;0.945589302817973;7,46E-141
Image2376;1;166.377.258.300.781;190.066.694.204.294;137.864.677.928.864;0.003095740634982;866.859.652.929.214;77.099.037.502.668;240.043.010.752.688;0.046367656107399;0.002149959532894;0.307856217826456;348.172.043.010.753;0.972970379051568;7,46E-141
Image2377;1;376.164.245.605.469;383.506.874.117.184;195.833.315.377.436;0.03274053070254;566.697.220.699.529;335.116.517.860.299;166.577.142.857.143;0.155838335253858;0.024285586734694;0.431587892270549;432.357.142.857.143;0.957405580242368;7,46E-141
Image2378;0;103.698.425.292.969;432.033.634.741.641;207.854.188.012.087;0.073163459648615;244.398.833.907.796;621.905.345.450.259;649.132.977.370.964;0.236416965234881;0.055892981450871;0.574847651045545;296.236.969.234.681;0.954989773679632;7,46E-141
